cardno,maskedcardno
1168 0110 3629 4265,JJ<(XJJX$<0V'0<P
1168 0110 4267 7255,JJ<(XJJX'0<CC0PP
1168 0111 3415 9139,JJ<(XJJJ$'JPVJ$V
1168 0111 1458 9453,JJ<(XJJJJ'P(V'P$
1168 0110 5261 4438,JJ<(XJJXP0<J''$(
1168 0111 0466 9729,JJ<(XJJJX'<<VC0V
1168 0110 6435 0096,JJ<(XJJX<'$PXXV<
1168 0110 6435 0088,JJ<(XJJX<'$PXX((
1168 0110 1162 1235,JJ<(XJJXJJ<0J0$P
1168 0110 6785 6180,JJ<(XJJX<C(P<J(X
1168 0110 6536 1712,JJ<(XJJX<P$<JCJ0
1168 0110 5288 7182,JJ<(XJJXP0((CJ(0
1168 0110 2570 4605,JJ<(XJJX0PCX'<XP
1168 0111 1473 9215,JJ<(XJJJJ'C$V0JP
1168 0110 6787 0991,JJ<(XJJX<C(CXVVJ
1168 0111 3413 2482,JJ<(XJJJ$'J$0'(0
1168 0110 3972 8855,JJ<(XJJX$VC0((PP
1168 0111 3414 3935,JJ<(XJJJ$'J'$V$P
1168 0110 4025 2390,JJ<(XJJX'X0P0$VX
1168 0110 3954 7321,JJ<(XJJX$VP'C$0J
1168 0110 1543 6861,JJ<(XJJXJP'$<(<J
1168 0111 0548 5448,JJ<(XJJJXP'(P''(
1168 0110 8708 9440,JJ<(XJJX(CX(V''X
1168 0110 9284 5943,JJ<(XJJXV0('PV'$
1168 0111 1475 5435,JJ<(XJJJJ'CPP'$P
1168 0110 4997 2840,JJ<(XJJX'VVC0('X
1168 0111 1476 6010,JJ<(XJJJJ'C<<XJX
1168 0110 5324 6727,JJ<(XJJXP$0'<C0C
1168 0111 3414 2887,JJ<(XJJJ$'J'0((C
1168 0110 3116 8100,JJ<(XJJX$JJ<(JXX
1168 0111 3416 3362,JJ<(XJJJ$'J<$$<0
1168 0110 6066 7535,JJ<(XJJX<X<<CP$P
1168 0110 1978 3862,JJ<(XJJXJVC($(<0
1168 0110 4666 1073,JJ<(XJJX'<<<JXC$
1168 0110 7710 7392,JJ<(XJJXCCJXC$V0
1168 0111 3413 2508,JJ<(XJJJ$'J$0PX(
1168 0111 1305 0028,JJ<(XJJJJ$XPXX0(
1168 0111 1476 2894,JJ<(XJJJJ'C<0(V'
1168 0110 6983 2924,JJ<(XJJX<V($0V0'
1168 0111 3416 1788,JJ<(XJJJ$'J<JC((
1168 0110 5012 7318,JJ<(XJJXPXJ0C$J(
1168 0111 1473 8951,JJ<(XJJJJ'C$(VPJ
1168 0110 8064 4514,JJ<(XJJX(X<''PJ'
1168 0110 9227 1611,JJ<(XJJXV00CJ<JJ
1168 0110 6787 4043,JJ<(XJJX<C(C'X'$
1168 0110 3309 8164,JJ<(XJJX$$XV(J<'
1168 0110 3338 7435,JJ<(XJJX$$$(C'$P
1168 0111 1478 6547,JJ<(XJJJJ'C(<P'C
1168 0110 7568 6280,JJ<(XJJXCP<(<0(X
1168 0111 1915 0939,JJ<(XJJJJVJPXV$V
1168 0111 3412 0768,JJ<(XJJJ$'J0XC<(
1168 0110 9530 3718,JJ<(XJJXVP$X$CJ(
1168 0110 8696 4858,JJ<(XJJX(<V<'(P(
1168 0110 6785 9671,JJ<(XJJX<C(PV<CJ
1168 0111 3416 4733,JJ<(XJJJ$'J<'C$$
1168 0110 6786 4200,JJ<(XJJX<C(<'0XX
1168 0110 4613 1812,JJ<(XJJX'<J$J(J0
1168 0110 2646 3565,JJ<(XJJX0<'<$P<P
1168 0111 0746 3146,JJ<(XJJJXC'<$J'<
1168 0111 1473 7227,JJ<(XJJJJ'C$C00C
1168 0110 9564 6694,JJ<(XJJXVP<'<<V'
1168 0110 2506 4018,JJ<(XJJX0PX<'XJ(
1168 0111 3415 7893,JJ<(XJJJ$'JPC(V$
1168 0110 9218 0499,JJ<(XJJXV0J(X'VV
1168 0111 3413 2417,JJ<(XJJJ$'J$0'JC
1168 0110 2350 8552,JJ<(XJJX0$PX(PP0
1168 0111 1473 5130,JJ<(XJJJJ'C$PJ$X
1168 0110 7410 7098,JJ<(XJJXC'JXCXV(
1168 0110 5356 2859,JJ<(XJJXP$P<0(PV
1168 0110 6788 2012,JJ<(XJJX<C((0XJ0
1168 0110 9988 4093,JJ<(XJJXVV(('XV$
1168 0111 0172 9211,JJ<(XJJJXJC0V0JJ
1168 0110 9597 9699,JJ<(XJJXVPVCV<VV
1168 0110 7471 4539,JJ<(XJJXC'CJ'P$V
1168 0111 0732 3092,JJ<(XJJJXC$0$XV0
1168 0110 9318 2981,JJ<(XJJXV$J(0V(J
1168 0111 1474 6608,JJ<(XJJJJ'C'<<X(
1168 0110 2501 5515,JJ<(XJJX0PXJPPJP
1168 0111 3423 6507,JJ<(XJJJ$'0$<PXC
1168 0110 5635 7083,JJ<(XJJXP<$PCX($
1168 0110 4961 8740,JJ<(XJJX'V<J(C'X
1168 0110 4998 4126,JJ<(XJJX'VV('J0<
1168 0110 6785 5844,JJ<(XJJX<C(PP(''
1168 0110 5956 2242,JJ<(XJJXPVP<00'0
1168 0110 4365 5771,JJ<(XJJX'$<PPCCJ
1168 0110 3492 0929,JJ<(XJJX$'V0XV0V
1168 0110 3717 3476,JJ<(XJJX$CJC$'C<
1168 0110 8142 2753,JJ<(XJJX(J'00CP$
1168 0110 1031 8635,JJ<(XJJXJX$J(<$P
1168 0111 3414 1608,JJ<(XJJJ$'J'J<X(
1168 0111 1475 8538,JJ<(XJJJJ'CP(P$(
1168 0111 1473 7581,JJ<(XJJJJ'C$CP(J
1168 0111 3414 1533,JJ<(XJJJ$'J'JP$$
1168 0111 1476 6747,JJ<(XJJJJ'C<<C'C
1168 0110 9598 9557,JJ<(XJJXVPV(VPPC
1168 0110 8369 9192,JJ<(XJJX($<VVJV0
1168 0111 3416 0673,JJ<(XJJJ$'J<X<C$
1168 0111 1184 3622,JJ<(XJJJJJ('$<00
1168 0110 5457 2725,JJ<(XJJXP'PC0C0P
1168 0110 8742 0702,JJ<(XJJX(C'0XCX0
1168 0111 4092 7172,JJ<(XJJJ'XV0CJC0
1168 0110 1444 3108,JJ<(XJJXJ'''$JX(
1168 0110 4723 7154,JJ<(XJJX'C0$CJP'
1168 0110 7491 6936,JJ<(XJJXC'VJ<V$<
1168 0111 1472 6956,JJ<(XJJJJ'C0<VP<
1168 0110 4949 7459,JJ<(XJJX'V'VC'PV
1168 0111 0852 5810,JJ<(XJJJX(P0P(JX
1168 0111 1474 9891,JJ<(XJJJJ'C'V(VJ
1168 0110 4900 3653,JJ<(XJJX'VXX$<P$
1168 0110 8641 7089,JJ<(XJJX(<'JCX(V
1168 0110 6537 2552,JJ<(XJJX<P$C0PP0
1168 0110 5751 3916,JJ<(XJJXPCPJ$VJ<
1168 0110 7241 1179,JJ<(XJJXC0'JJJCV
1168 0110 4925 4538,JJ<(XJJX'V0P'P$(
1168 0111 1475 6441,JJ<(XJJJJ'CP<''J
1168 0111 3413 1278,JJ<(XJJJ$'J$J0C(
1168 0110 6366 9694,JJ<(XJJX<$<<V<V'
1168 0110 4232 4783,JJ<(XJJX'0$0'C($
1168 0111 1474 5774,JJ<(XJJJJ'C'PCC'
1168 0110 5164 2851,JJ<(XJJXPJ<'0(PJ
1168 0111 1473 9207,JJ<(XJJJJ'C$V0XC
1168 0110 1349 2643,JJ<(XJJXJ$'V0<'$
1168 0110 3171 6973,JJ<(XJJX$JCJ<VC$
1168 0110 7434 4345,JJ<(XJJXC'$''$'P
1168 0110 9245 6881,JJ<(XJJXV0'P<((J
1168 0110 8737 0584,JJ<(XJJX(C$CXP('
1168 0110 9902 8089,JJ<(XJJXVVX0(X(V
1168 0111 3412 0628,JJ<(XJJJ$'J0X<0(
1168 0111 1473 6179,JJ<(XJJJJ'C$<JCV
1168 0110 2223 2014,JJ<(XJJX000$0XJ'
1168 0110 9306 2837,JJ<(XJJXV$X<0($C
1168 0111 0722 5446,JJ<(XJJJXC00P''<
1168 0110 9549 1414,JJ<(XJJXVP'VJ'J'
1168 0110 5762 3061,JJ<(XJJXPC<0$X<J
1168 0111 0417 6469,JJ<(XJJJX'JC<'<V
1168 0111 0726 5590,JJ<(XJJJXC0<PPVX
1168 0110 5933 8395,JJ<(XJJXPV$$($VP
1168 0110 5805 0322,JJ<(XJJXP(XPX$00
1168 0111 1467 6318,JJ<(XJJJJ'<C<$J(
1168 0110 3538 3929,JJ<(XJJX$P$($V0V
1168 0110 9314 9030,JJ<(XJJXV$J'VX$X
1168 0110 8180 8563,JJ<(XJJX(J(X(P<$
1168 0110 5026 2693,JJ<(XJJXPX0<0<V$
1168 0110 6844 6957,JJ<(XJJX<(''<VPC
1168 0110 8738 0559,JJ<(XJJX(C$(XPPV
1168 0110 4446 4447,JJ<(XJJX'''<'''C
1168 0110 7151 8503,JJ<(XJJXCJPJ(PX$
1168 0111 2892 0959,JJ<(XJJJ0(V0XVPV
1168 0111 3415 7661,JJ<(XJJJ$'JPC<<J
1168 0110 6787 1999,JJ<(XJJX<C(CJVVV
1168 0110 8142 2761,JJ<(XJJX(J'00C<J
1168 0110 7865 9128,JJ<(XJJXC(<PVJ0(
1168 0110 6496 7469,JJ<(XJJX<'V<C'<V
1168 0110 7865 9177,JJ<(XJJXC(<PVJCC
1168 0111 1472 9307,JJ<(XJJJJ'C0V$XC
1168 0110 2149 3757,JJ<(XJJX0J'V$CPC
1168 0110 0799 2905,JJ<(XJJXXCVV0VXP
1168 0111 3403 0413,JJ<(XJJJ$'X$X'J$
1168 0110 5988 6344,JJ<(XJJXPV((<$''
1168 0111 3709 5413,JJ<(XJJJ$CXVP'J$
1168 0110 7471 9454,JJ<(XJJXC'CJV'P'
1168 0111 1473 0115,JJ<(XJJJJ'C$XJJP
1168 0110 8443 3690,JJ<(XJJX(''$$<VX
1168 0110 3763 7702,JJ<(XJJX$C<$CCX0
1168 0110 5737 0432,JJ<(XJJXPC$CX'$0
1168 0110 5737 0416,JJ<(XJJXPC$CX'J<
1168 0110 4817 5676,JJ<(XJJX'(JCP<C<
1168 0110 0872 9108,JJ<(XJJXX(C0VJX(
1168 0110 4018 4288,JJ<(XJJX'XJ('0((
1168 0110 3973 0901,JJ<(XJJX$VC$XVXJ
1168 0110 6605 8705,JJ<(XJJX<<XP(CXP
1168 0111 1476 0435,JJ<(XJJJJ'C<X'$P
1168 0110 5385 9925,JJ<(XJJXP$(PVV0P
1168 0111 3412 8498,JJ<(XJJJ$'J0('V(
1168 0110 3764 1407,JJ<(XJJX$C<'J'XC
1168 0110 7832 5894,JJ<(XJJXC($0P(V'
1168 0110 2183 9918,JJ<(XJJX0J($VVJ(
1168 0110 8768 7813,JJ<(XJJX(C<(C(J$
1168 0110 6787 2468,JJ<(XJJX<C(C0'<(
1168 0110 8342 1589,JJ<(XJJX($'0JP(V
1168 0110 1843 4913,JJ<(XJJXJ('$'VJ$
1168 0110 0895 6016,JJ<(XJJXX(VP<XJ<
1168 0111 1474 8943,JJ<(XJJJJ'C'(V'$
1168 0110 8121 5595,JJ<(XJJX(J0JPPVP
1168 0110 5733 7183,JJ<(XJJXPC$$CJ($
1168 0110 3369 4004,JJ<(XJJX$$<V'XX'
1168 0110 5081 2067,JJ<(XJJXPX(J0X<C
1168 0110 5887 4960,JJ<(XJJXP((C'V<X
1168 0111 1476 0617,JJ<(XJJJJ'C<X<JC
1168 0110 5969 6248,JJ<(XJJXPV<V<0'(
1168 0111 0188 3638,JJ<(XJJJXJ(($<$(
1168 0111 4085 5159,JJ<(XJJJ'X(PPJPV
1168 0110 6523 7979,JJ<(XJJX<P0$CVCV
1168 0111 1474 8166,JJ<(XJJJJ'C'(J<<
1168 0110 9031 7291,JJ<(XJJXVX$JC0VJ
1168 0111 0417 4878,JJ<(XJJJX'JC'(C(
1168 0110 6340 6501,JJ<(XJJX<$'X<PXJ
1168 0111 1474 7325,JJ<(XJJJJ'C'C$0P
1168 0110 9324 4658,JJ<(XJJXV$0''<P(
1168 0111 3132 9594,JJ<(XJJJ$J$0VPV'
1168 0110 2392 3850,JJ<(XJJX0$V0$(PX
1168 0110 6516 1856,JJ<(XJJX<PJ<J(P<
1168 0111 1476 2316,JJ<(XJJJJ'C<0$J<
1168 0110 8981 2153,JJ<(XJJX(V(J0JP$
1168 0110 9210 6155,JJ<(XJJXV0JX<JPP
1168 0110 4268 1158,JJ<(XJJX'0<(JJP(
1168 0110 6043 9513,JJ<(XJJX<X'$VPJ$
1168 0110 4712 2844,JJ<(XJJX'CJ00(''
1168 0110 8177 4245,JJ<(XJJX(JCC'0'P
1168 0110 4892 4115,JJ<(XJJX'(V0'JJP
1168 0111 1473 6310,JJ<(XJJJJ'C$<$JX
1168 0111 1476 2282,JJ<(XJJJJ'C<00(0
1168 0110 2703 2971,JJ<(XJJX0CX$0VCJ
1168 0110 3575 7866,JJ<(XJJX$PCPC(<<
1168 0111 1473 6880,JJ<(XJJJJ'C$<((X
1168 0110 4690 6874,JJ<(XJJX'<VX<(C'
1168 0110 4690 6825,JJ<(XJJX'<VX<(0P
1168 0110 6278 3439,JJ<(XJJX<0C($'$V
1168 0110 1914 9999,JJ<(XJJXJVJ'VVVV
1168 0110 1153 8405,JJ<(XJJXJJP$('XP
1168 0111 1476 4668,JJ<(XJJJJ'C<'<<(
1168 0110 8405 0031,JJ<(XJJX('XPXX$J
1168 0111 5280 1778,JJ<(XJJJP0(XJCC(
1168 0110 7438 1990,JJ<(XJJXC'$(JVVX
1168 0111 1475 6920,JJ<(XJJJJ'CP<V0X
1168 0111 3411 9026,JJ<(XJJJ$'JJVX0<
1168 0110 4991 1194,JJ<(XJJX'VVJJJV'
1168 0111 3414 5054,JJ<(XJJJ$'J'PXP'
1168 0111 3414 5047,JJ<(XJJJ$'J'PX'C
1168 0111 3412 8951,JJ<(XJJJ$'J0(VPJ
1168 0110 6785 6990,JJ<(XJJX<C(P<VVX
1168 0110 4368 8723,JJ<(XJJX'$<((C0$
1168 0111 3414 3000,JJ<(XJJJ$'J'$XXX
1168 0111 2672 7174,JJ<(XJJJ0<C0CJC'
1168 0110 3888 4519,JJ<(XJJX$((('PJV
1168 0111 2213 3153,JJ<(XJJJ00J$$JP$
1168 0111 0496 3346,JJ<(XJJJX'V<$$'<
1168 0110 9314 9816,JJ<(XJJXV$J'V(J<
1168 0110 8418 0408,JJ<(XJJX('J(X'X(
1168 0111 3419 2569,JJ<(XJJJ$'JV0P<V
1168 0111 0482 5610,JJ<(XJJJX'(0P<JX
1168 0111 3415 9378,JJ<(XJJJ$'JPV$C(
1168 0110 8135 9815,JJ<(XJJX(J$PV(JP
1168 0111 1475 7308,JJ<(XJJJJ'CPC$X(
1168 0111 3416 1770,JJ<(XJJJ$'J<JCCX
1168 0110 8073 3218,JJ<(XJJX(XC$$0J(
1168 0111 1475 0725,JJ<(XJJJJ'CPXC0P
1168 0110 2680 6094,JJ<(XJJX0<(X<XV'
1168 0110 7186 3818,JJ<(XJJXCJ(<$(J(
1168 0111 0510 6804,JJ<(XJJJXPJX<(X'
1168 0111 3411 7822,JJ<(XJJJ$'JJC(00
1168 0111 2852 8430,JJ<(XJJJ0(P0('$X
1168 0110 4520 0725,JJ<(XJJX'P0XXC0P
1168 0110 0877 0581,JJ<(XJJXX(CCXP(J
1168 0110 3815 5027,JJ<(XJJX$(JPPX0C
1168 0111 1473 0354,JJ<(XJJJJ'C$X$P'
1168 0110 3369 8989,JJ<(XJJX$$<V(V(V
1168 0111 3412 1857,JJ<(XJJJ$'J0J(PC
1168 0111 3416 2539,JJ<(XJJJ$'J<0P$V
1168 0111 1478 8683,JJ<(XJJJJ'C((<($
1168 0111 3411 7798,JJ<(XJJJ$'JJCCV(
1168 0111 1475 6938,JJ<(XJJJJ'CP<V$(
1168 0110 4544 2517,JJ<(XJJX'P''0PJC
1168 0111 3413 2979,JJ<(XJJJ$'J$0VCV
1168 0111 1473 4588,JJ<(XJJJJ'C$'P((
1168 0110 8619 8085,JJ<(XJJX(<JV(X(P
1168 0111 1475 8660,JJ<(XJJJJ'CP(<<X
1168 0111 3413 3837,JJ<(XJJJ$'J$$($C
1168 0110 3771 3172,JJ<(XJJX$CCJ$JC0
1168 0110 9258 4203,JJ<(XJJXV0P('0X$
1168 0110 4368 4730,JJ<(XJJX'$<('C$X
1168 0110 8061 8690,JJ<(XJJX(X<J(<VX
1168 0110 1957 3354,JJ<(XJJXJVPC$$P'
1168 0110 2794 9422,JJ<(XJJX0CV'V'00
1168 0110 2703 2666,JJ<(XJJX0CX$0<<<
1168 0110 6786 1511,JJ<(XJJX<C(<JPJJ
1168 0111 2358 3794,JJ<(XJJJ0$P($CV'
1168 0111 3415 6432,JJ<(XJJJ$'JP<'$0
1168 0110 8311 7955,JJ<(XJJX($JJCVPP
1168 0110 3355 2665,JJ<(XJJX$$PP0<<P
1168 0110 4690 7203,JJ<(XJJX'<VXC0X$
1168 0110 7472 1260,JJ<(XJJXC'C0J0<X
1168 0110 6789 3951,JJ<(XJJX<C(V$VPJ
1168 0110 9552 4669,JJ<(XJJXVPP0'<<V
1168 0111 1475 8454,JJ<(XJJJJ'CP('P'
1168 0110 6638 6866,JJ<(XJJX<<$(<(<<
1168 0111 1474 4918,JJ<(XJJJJ'C''VJ(
1168 0110 0952 3385,JJ<(XJJXXVP0$$(P
1168 0111 0462 4773,JJ<(XJJJX'<0'CC$
1168 0110 4237 8938,JJ<(XJJX'0$C(V$(
1168 0111 3754 3073,JJ<(XJJJ$CP'$XC$
1168 0111 1472 7913,JJ<(XJJJJ'C0CVJ$
1168 0110 8051 1754,JJ<(XJJX(XPJJCP'
1168 0110 6976 3145,JJ<(XJJX<VC<$J'P
1168 0110 4645 8629,JJ<(XJJX'<'P(<0V
1168 0110 2779 0370,JJ<(XJJX0CCVX$CX
1168 0111 3412 0347,JJ<(XJJJ$'J0X$'C
1168 0111 1475 7589,JJ<(XJJJJ'CPCP(V
1168 0111 3412 1626,JJ<(XJJJ$'J0J<0<
1168 0110 6886 9901,JJ<(XJJX<((<VVXJ
1168 0110 4134 7785,JJ<(XJJX'J$'CC(P
1168 0110 7539 7953,JJ<(XJJXCP$VCVP$
1168 0110 8187 9002,JJ<(XJJX(J(CVXX0
1168 0110 7847 7703,JJ<(XJJXC('CCCX$
1168 0111 3416 2521,JJ<(XJJJ$'J<0P0J
1168 0110 6381 0496,JJ<(XJJX<$(JX'V<
1168 0111 0115 3925,JJ<(XJJJXJJP$V0P
1168 0111 3417 3924,JJ<(XJJJ$'JC$V0'
1168 0111 3416 4998,JJ<(XJJJ$'J<'VV(
1168 0111 1476 5434,JJ<(XJJJJ'C<P'$'
1168 0110 9537 9833,JJ<(XJJXVP$CV($$
1168 0110 1738 0307,JJ<(XJJXJC$(X$XC
1168 0110 3434 0862,JJ<(XJJX$'$'X(<0
1168 0110 1617 0709,JJ<(XJJXJ<JCXCXV
1168 0110 1615 9736,JJ<(XJJXJ<JPVC$<
1168 0110 4445 9231,JJ<(XJJX'''PV0$J
1168 0111 1472 5859,JJ<(XJJJJ'C0P(PV
1168 0110 1615 7045,JJ<(XJJXJ<JPCX'P
1168 0110 1615 9405,JJ<(XJJXJ<JPV'XP
1168 0111 1475 9296,JJ<(XJJJJ'CPV0V<
1168 0110 3810 7820,JJ<(XJJX$(JXC(0X
1168 0110 3813 8957,JJ<(XJJX$(J$(VPC
1168 0111 1472 7350,JJ<(XJJJJ'C0C$PX
1168 0110 7849 5366,JJ<(XJJXC('VP$<<
1168 0110 8350 9532,JJ<(XJJX($PXVP$0
1168 0110 6787 4563,JJ<(XJJX<C(C'P<$
1168 0110 3817 4747,JJ<(XJJX$(JC'C'C
1168 0110 7116 0983,JJ<(XJJXCJJ<XV($
1168 0110 3366 8149,JJ<(XJJX$$<<(J'V
1168 0111 2558 5433,JJ<(XJJJ0PP(P'$$
1168 0111 1654 5560,JJ<(XJJJJ<P'PP<X
1168 0111 1476 4288,JJ<(XJJJJ'C<'0((
1168 0111 0494 2076,JJ<(XJJJX'V'0XC<
1168 0110 5065 3859,JJ<(XJJXPX<P$(PV
1168 0110 6983 0696,JJ<(XJJX<V($X<V<
1168 0110 3738 3737,JJ<(XJJX$C$($C$C
1168 0110 2611 0059,JJ<(XJJX0<JJXXPV
1168 0110 2613 7375,JJ<(XJJX0<J$C$CP
1168 0111 1472 6337,JJ<(XJJJJ'C0<$$C
1168 0110 6634 6654,JJ<(XJJX<<$'<<P'
1168 0110 6043 4142,JJ<(XJJX<X'$'J'0
1168 0110 4045 0226,JJ<(XJJX'X'PX00<
1168 0110 5586 1655,JJ<(XJJXPP(<J<PP
1168 0110 9839 5083,JJ<(XJJXV($VPX($
1168 0110 9811 6158,JJ<(XJJXV(JJ<JP(
1168 0111 3414 5781,JJ<(XJJJ$'J'PC(J
1168 0111 0286 7176,JJ<(XJJJX0(<CJC<
1168 0111 0286 7184,JJ<(XJJJX0(<CJ('
1168 0110 6786 1321,JJ<(XJJX<C(<J$0J
1168 0110 4287 7681,JJ<(XJJX'0(CC<(J
1168 0111 3190 9742,JJ<(XJJJ$JVXVC'0
1168 0110 5533 6989,JJ<(XJJXPP$$<V(V
1168 0111 2615 4569,JJ<(XJJJ0<JP'P<V
1168 0110 9064 0700,JJ<(XJJXVX<'XCXX
1168 0110 6787 5198,JJ<(XJJX<C(CPJV(
1168 0110 5793 7297,JJ<(XJJXPCV$C0VC
1168 0110 8694 2649,JJ<(XJJX(<V'0<'V
1168 0111 3416 0814,JJ<(XJJJ$'J<X(J'
1168 0110 1562 1967,JJ<(XJJXJP<0JV<C
1168 0111 1476 2258,JJ<(XJJJJ'C<00P(
1168 0110 8032 4307,JJ<(XJJX(X$0'$XC
1168 0110 6785 9911,JJ<(XJJX<C(PVVJJ
1168 0110 7896 1805,JJ<(XJJXC(V<J(XP
1168 0110 8767 5016,JJ<(XJJX(C<CPXJ<
1168 0110 8753 1441,JJ<(XJJX(CP$J''J
1168 0111 1475 9288,JJ<(XJJJJ'CPV0((
1168 0111 1475 8637,JJ<(XJJJJ'CP(<$C
1168 0110 9890 0734,JJ<(XJJXV(VXXC$'
1168 0110 9089 6567,JJ<(XJJXVX(V<P<C
1168 0110 0990 8255,JJ<(XJJXXVVX(0PP
1168 0110 7179 8600,JJ<(XJJXCJCV(<XX
1168 0111 3466 3106,JJ<(XJJJ$'<<$JX<
1168 0110 3811 9486,JJ<(XJJX$(JJV'(<
1168 0110 9314 9808,JJ<(XJJXV$J'V(X(
1168 0111 1475 9890,JJ<(XJJJJ'CPV(VX
1168 0110 4831 0984,JJ<(XJJX'($JXV('
1168 0111 3413 1724,JJ<(XJJJ$'J$JC0'
1168 0110 8904 4971,JJ<(XJJX(VX''VCJ
1168 0110 5779 0688,JJ<(XJJXPCCVX<((
1168 0110 5956 9189,JJ<(XJJXPVP<VJ(V
1168 0110 6785 6685,JJ<(XJJX<C(P<<(P
1168 0110 6786 0125,JJ<(XJJX<C(<XJ0P
1168 0110 2392 3868,JJ<(XJJX0$V0$(<(
1168 0110 9816 0289,JJ<(XJJXV(J<X0(V
1168 0111 1476 0088,JJ<(XJJJJ'C<XX((
1168 0110 8451 0125,JJ<(XJJX('PJXJ0P
1168 0110 2407 7409,JJ<(XJJX0'XCC'XV
1168 0110 8916 0157,JJ<(XJJX(VJ<XJPC
1168 0110 4933 3498,JJ<(XJJX'V$$$'V(
1168 0110 8785 1625,JJ<(XJJX(C(PJ<0P
1168 0110 3961 2653,JJ<(XJJX$V<J0<P$
1168 0110 6787 1791,JJ<(XJJX<C(CJCVJ
1168 0110 8084 2324,JJ<(XJJX(X('0$0'
1168 0111 3415 3827,JJ<(XJJJ$'JP$(0C
1168 0111 3156 7987,JJ<(XJJJ$JP<CV(C
1168 0110 4613 8502,JJ<(XJJX'<J$(PX0
1168 0110 9253 7128,JJ<(XJJXV0P$CJ0(
1168 0110 1907 6895,JJ<(XJJXJVXC<(VP
1168 0110 1711 3617,JJ<(XJJXJCJJ$<JC
1168 0110 4874 8498,JJ<(XJJX'(C'('V(
1168 0111 1478 0326,JJ<(XJJJJ'C(X$0<
1168 0110 0845 5662,JJ<(XJJXX('PP<<0
1168 0110 6977 6121,JJ<(XJJX<VCC<J0J
1168 0110 1165 1216,JJ<(XJJXJJ<PJ0J<
1168 0110 6786 1206,JJ<(XJJX<C(<J0X<
1168 0110 5198 7983,JJ<(XJJXPJV(CV($
1168 0110 5274 5158,JJ<(XJJXP0C'PJP(
1168 0110 4857 9620,JJ<(XJJX'(PCV<0X
1168 0111 3415 9618,JJ<(XJJJ$'JPV<J(
1168 0111 1473 7672,JJ<(XJJJJ'C$C<C0
1168 0110 3718 6619,JJ<(XJJX$CJ(<<JV
1168 0110 6785 5141,JJ<(XJJX<C(PPJ'J
1168 0110 6787 2955,JJ<(XJJX<C(C0VPP
1168 0110 2274 7805,JJ<(XJJX00C'C(XP
1168 0110 7456 7523,JJ<(XJJXC'P<CP0$
1168 0111 3411 9943,JJ<(XJJJ$'JJVV'$
1168 0111 1472 8317,JJ<(XJJJJ'C0($JC
1168 0111 0557 9489,JJ<(XJJJXPPCV'(V
1168 0110 3961 2687,JJ<(XJJX$V<J0<(C
1168 0110 4440 9343,JJ<(XJJX'''XV$'$
1168 0110 6787 1767,JJ<(XJJX<C(CJC<C
1168 0110 3438 9612,JJ<(XJJX$'$(V<J0
1168 0111 3415 9626,JJ<(XJJJ$'JPV<0<
1168 0111 1476 2241,JJ<(XJJJJ'C<00'J
1168 0110 7828 3515,JJ<(XJJXC(0($PJP
1168 0110 6787 1759,JJ<(XJJX<C(CJCPV
1168 0110 5661 1281,JJ<(XJJXP<<JJ0(J
1168 0110 6842 0135,JJ<(XJJX<('0XJ$P
1168 0111 3179 5679,JJ<(XJJJ$JCVP<CV
1168 0111 3414 0063,JJ<(XJJJ$'J'XX<$
1168 0110 4104 7989,JJ<(XJJX'JX'CV(V
1168 0110 8109 8041,JJ<(XJJX(JXV(X'J
1168 0110 7256 1924,JJ<(XJJXC0P<JV0'
1168 0110 8782 7005,JJ<(XJJX(C(0CXXP
1168 0110 8416 5177,JJ<(XJJX('J<PJCC
1168 0111 0447 7933,JJ<(XJJJX''CCV$$
1168 0110 5935 5613,JJ<(XJJXPV$PP<J$
1168 0111 0106 8289,JJ<(XJJJXJX<(0(V
1168 0110 6862 1112,JJ<(XJJX<(<0JJJ0
1168 0110 9277 2063,JJ<(XJJXV0CC0X<$
1168 0111 0702 3874,JJ<(XJJJXCX0$(C'
1168 0111 1475 7951,JJ<(XJJJJ'CPCVPJ
1168 0110 5668 8115,JJ<(XJJXP<<((JJP
1168 0110 2990 7881,JJ<(XJJX0VVXC((J
1168 0111 0452 5426,JJ<(XJJJX'P0P'0<
1168 0111 4959 5442,JJ<(XJJJ'VPVP''0
1168 0110 5094 8978,JJ<(XJJXPXV'(VC(
1168 0110 6076 1353,JJ<(XJJX<XC<J$P$
1168 0110 8487 5668,JJ<(XJJX('(CP<<(
1168 0111 3414 2242,JJ<(XJJJ$'J'00'0
1168 0111 3415 9188,JJ<(XJJJ$'JPVJ((
1168 0110 4231 6979,JJ<(XJJX'0$J<VCV
1168 0110 5657 9470,JJ<(XJJXP<PCV'CX
1168 0110 6669 6264,JJ<(XJJX<<<V<0<'
1168 0111 0174 4368,JJ<(XJJJXJC''$<(
1168 0110 6787 1544,JJ<(XJJX<C(CJP''
1168 0110 5590 0750,JJ<(XJJXPPVXXCPX
1168 0110 8396 3820,JJ<(XJJX($V<$(0X
1168 0110 1153 4040,JJ<(XJJXJJP$'X'X
1168 0110 6437 0714,JJ<(XJJX<'$CXCJ'
1168 0110 3091 5659,JJ<(XJJX$XVJP<PV
1168 0111 1475 9338,JJ<(XJJJJ'CPV$$(
1168 0111 3415 7398,JJ<(XJJJ$'JPC$V(
