maskedcardno,cardno,blp_cardno
JJ<(XJJJ00JXJJPX,1168011122101150,1168 0111 2210 1150
JJ<(XJJJ'XX$('0<,1168011140038426,1168 0111 4003 8426
JJ<(XJJJXP0<PC'J,1168011105265741,1168 0111 0526 5741
JJ<(XJJJJ$V0VC$',1168011113929734,1168 0111 1392 9734
JJ<(XJJJ0P$V$J(',1168011125393184,1168 0111 2539 3184
JJ<(XJJJXP00PV<(,1168011105225968,1168 0111 0522 5968
JJ<(XJJJX0CXC$(X,1168011102707380,1168 0111 0270 7380
JJ<(XJJJX0C'0XV(,1168011102742098,1168 0111 0274 2098
JJ<(XJJX($'$P'$J,1168011083435431,1168 0110 8343 5431
JJ<(XJJX''V'0PVX,1168011044942590,1168 0110 4494 2590
JJ<(XJJX<J'(V'PV,1168011061489459,1168 0110 6148 9459
JJ<(XJJX<J<XCJJ(,1168011061607118,1168 0110 6160 7118
JJ<(XJJX<JJJJ('(,1168011061111848,1168 0110 6111 1848
JJ<(XJJJXP0VV<<<,1168011105299666,1168 0111 0529 9666
JJ<(XJJJ00((CX00,1168011122887022,1168 0111 2288 7022
JJ<(XJJXV<$CXPPV,1168011096370559,1168 0110 9637 0559
JJ<(XJJXV$C'$C'J,1168011093743741,1168 0110 9374 3741
JJ<(XJJX<JJVJ($0,1168011061191832,1168 0110 6119 1832
JJ<(XJJJJXC'0JCJ,1168011110742171,1168 0111 1074 2171
JJ<(XJJXV$$0V'VJ,1168011093329491,1168 0110 9332 9491
JJ<(XJJX0$('($CX,1168011023848370,1168 0110 2384 8370
JJ<(XJJJXP'(PJ'J,1168011105485141,1168 0111 0548 5141
JJ<(XJJJ$JJ'$'JC,1168011131143417,1168 0111 3114 3417
JJ<(XJJX<''JX<V0,1168011064410692,1168 0110 6441 0692
JJ<(XJJXV<<<(CJ$,1168011096668713,1168 0110 9666 8713
JJ<(XJJJJ'CCCPP$,1168011114777553,1168 0111 1477 7553
JJ<(XJJXV<('JV<$,1168011096841963,1168 0110 9684 1963
JJ<(XJJX''<V(JJV,1168011044698119,1168 0110 4469 8119
JJ<(XJJJXJ$J($X',1168011101318304,1168 0111 0131 8304
JJ<(XJJX<JPVCJ'P,1168011061597145,1168 0110 6159 7145
JJ<(XJJXV<X$'X0$,1168011096034023,1168 0110 9603 4023
JJ<(XJJJ0('$<VC0,1168011128436972,1168 0111 2843 6972
JJ<(XJJJ0P'C<$'',1168011125476344,1168 0111 2547 6344
JJ<(XJJXV('CCVXC,1168011098477907,1168 0110 9847 7907
JJ<(XJJJ$CCJXXX$,1168011137710003,1168 0111 3771 0003
JJ<(XJJJXPP(J$$C,1168011105581337,1168 0111 0558 1337
JJ<(XJJX<J'C'C'J,1168011061474741,1168 0110 6147 4741
JJ<(XJJJJ<XP<CXV,1168011116056709,1168 0111 1605 6709
JJ<(XJJXV(JV$X0P,1168011098193025,1168 0110 9819 3025
JJ<(XJJX<''V<J$V,1168011064496139,1168 0110 6449 6139
JJ<(XJJJ00X('(0(,1168011122084828,1168 0111 2208 4828
JJ<(XJJXV$PV<CV0,1168011093596792,1168 0110 9359 6792
JJ<(XJJJJXVCV<0P,1168011110979625,1168 0111 1097 9625
JJ<(XJJXV<'<JJ(',1168011096461184,1168 0110 9646 1184
JJ<(XJJJXCV'<0JP,1168011107946215,1168 0111 0794 6215
JJ<(XJJXVV($C0$0,1168011099837232,1168 0110 9983 7232
JJ<(XJJJ$'XJ0'V',1168011134012494,1168 0111 3401 2494
JJ<(XJJJX((X'XVX,1168011108804090,1168 0111 0880 4090
JJ<(XJJXPX0JC'X(,1168011050217408,1168 0110 5021 7408
JJ<(XJJJX'P'P$'J,1168011104545341,1168 0111 0454 5341
JJ<(XJJJJ<(CJV$$,1168011116871933,1168 0111 1687 1933
JJ<(XJJJJVPV''0P,1168011119594425,1168 0111 1959 4425
JJ<(XJJX<<J$V0$0,1168011066139232,1168 0110 6613 9232
JJ<(XJJJX(0JVJ'J,1168011108219141,1168 0111 0821 9141
JJ<(XJJJJJXV0$(<,1168011111092386,1168 0111 1109 2386
JJ<(XJJXPJP<<<XP,1168011051566605,1168 0110 5156 6605
JJ<(XJJX$(VJ0J0X,1168011038912120,1168 0110 3891 2120
JJ<(XJJJ$''XJ$$$,1168011134401333,1168 0111 3440 1333
JJ<(XJJX$<P0PCPV,1168011036525759,1168 0110 3652 5759
JJ<(XJJJJ$V''<J(,1168011113944618,1168 0111 1394 4618
JJ<(XJJJX0$X<<V<,1168011102306696,1168 0111 0230 6696
JJ<(XJJX<'$'(<$C,1168011064348637,1168 0110 6434 8637
JJ<(XJJJXJVJVX<V,1168011101919069,1168 0111 0191 9069
JJ<(XJJJX00<<0<0,1168011102266262,1168 0111 0226 6262
JJ<(XJJJX0PX<<0<,1168011102506626,1168 0111 0250 6626
JJ<(XJJXP((X($XC,1168011058808307,1168 0110 5880 8307
JJ<(XJJJ0P<X$'$',1168011125603434,1168 0111 2560 3434
JJ<(XJJJJ'J<<$X0,1168011114166302,1168 0111 1416 6302
JJ<(XJJJX0$'P0$J,1168011102345231,1168 0111 0234 5231
JJ<(XJJXPPV'<P00,1168011055946522,1168 0110 5594 6522
JJ<(XJJJX(0XVCCV,1168011108209779,1168 0111 0820 9779
JJ<(XJJJJ<'(JPPX,1168011116481550,1168 0111 1648 1550
JJ<(XJJXCJ0XJ00P,1168011071201225,1168 0110 7120 1225
JJ<(XJJXPX0PVP'J,1168011050259541,1168 0110 5025 9541
JJ<(XJJJXCXP(XP0,1168011107058052,1168 0111 0705 8052
JJ<(XJJXV<$'$'C$,1168011096343473,1168 0110 9634 3473
JJ<(XJJJJ$(X(VCV,1168011113808979,1168 0111 1380 8979
JJ<(XJJX$'X'JPV$,1168011034041593,1168 0110 3404 1593
JJ<(XJJXV$(XJ0$',1168011093801234,1168 0110 9380 1234
JJ<(XJJJ00X(''<$,1168011122084463,1168 0111 2208 4463
JJ<(XJJJ00VXV'P$,1168011122909453,1168 0111 2290 9453
JJ<(XJJXVXV0C0$X,1168011090927230,1168 0110 9092 7230
JJ<(XJJJ00X<<XJP,1168011122066015,1168 0111 2206 6015
JJ<(XJJJJ'J$C'X0,1168011114137402,1168 0111 1413 7402
JJ<(XJJX0X'JXJJC,1168011020410117,1168 0110 2041 0117
JJ<(XJJJX00CCC(X,1168011102277780,1168 0111 0227 7780
JJ<(XJJJ00''<(0V,1168011122446829,1168 0111 2244 6829
JJ<(XJJX$CJ$P00(,1168011037135228,1168 0110 3713 5228
JJ<(XJJJJ$$0<C<<,1168011113326766,1168 0111 1332 6766
JJ<(XJJJ'XXJ$X<',1168011140013064,1168 0111 4001 3064
JJ<(XJJXP(J(0V(',1168011058182984,1168 0110 5818 2984
JJ<(XJJX<'C0C'0<,1168011064727426,1168 0110 6472 7426
JJ<(XJJJ00C0C<0',1168011122727624,1168 0111 2272 7624
JJ<(XJJXP$P'(P(P,1168011053548585,1168 0110 5354 8585
JJ<(XJJX<''(((P',1168011064488854,1168 0110 6448 8854
JJ<(XJJXV(0VPVJJ,1168011098295911,1168 0110 9829 5911
JJ<(XJJJJV'$$V0J,1168011119433921,1168 0111 1943 3921
JJ<(XJJXCC$$V$0<,1168011077339326,1168 0110 7733 9326
JJ<(XJJXV<<<(0<C,1168011096668267,1168 0110 9666 8267
JJ<(XJJJ0P$J'(0<,1168011125314826,1168 0111 2531 4826
JJ<(XJJJX0CX'$0X,1168011102704320,1168 0111 0270 4320
JJ<(XJJJX(CCV'XV,1168011108779409,1168 0111 0877 9409
JJ<(XJJX<J00V<<P,1168011061229665,1168 0110 6122 9665
JJ<(XJJJXP'VC$<V,1168011105497369,1168 0111 0549 7369
JJ<(XJJXV0JJVJJC,1168011092119117,1168 0110 9211 9117
JJ<(XJJXC('V<0$0,1168011078496232,1168 0110 7849 6232
JJ<(XJJX<JJ$'P'$,1168011061134543,1168 0110 6113 4543
JJ<(XJJXC0$V'0C<,1168011072394276,1168 0110 7239 4276
JJ<(XJJXPCJ$V0XV,1168011057139209,1168 0110 5713 9209
JJ<(XJJJX00$<JVX,1168011102236190,1168 0111 0223 6190
JJ<(XJJXPP$VP$VV,1168011055395399,1168 0110 5539 5399
JJ<(XJJXVV(JV0PP,1168011099819255,1168 0110 9981 9255
JJ<(XJJJJ<C0J0V',1168011116721294,1168 0111 1672 1294
JJ<(XJJXCX<VVV0',1168011070699924,1168 0110 7069 9924
JJ<(XJJJX'0$<$$V,1168011104236339,1168 0111 0423 6339
JJ<(XJJJJ<$CXC'<,1168011116370746,1168 0111 1637 0746
JJ<(XJJX$CCCJ<XX,1168011037771600,1168 0110 3777 1600
JJ<(XJJJX0<J<0'$,1168011102616243,1168 0111 0261 6243
JJ<(XJJX(CC<'V'$,1168011087764943,1168 0110 8776 4943
JJ<(XJJX$((X$J<0,1168011038803162,1168 0110 3880 3162
JJ<(XJJJXP<0V'0P,1168011105629425,1168 0111 0562 9425
JJ<(XJJXP(VX(CXJ,1168011058908701,1168 0110 5890 8701
JJ<(XJJXVX<$'J'J,1168011090634141,1168 0110 9063 4141
JJ<(XJJJX'P(('VV,1168011104588499,1168 0111 0458 8499
JJ<(XJJJXPV''P$P,1168011105944535,1168 0111 0594 4535
JJ<(XJJJ0PP<''J0,1168011125564412,1168 0111 2556 4412
JJ<(XJJXVV((PV$',1168011099885934,1168 0110 9988 5934
JJ<(XJJJJ<<V(P($,1168011116698583,1168 0111 1669 8583
JJ<(XJJJJV(C0P0',1168011119872524,1168 0111 1987 2524
JJ<(XJJJ$JC$JP0<,1168011131731526,1168 0111 3173 1526
JJ<(XJJX0$0JXJ<C,1168011023210167,1168 0110 2321 0167
JJ<(XJJJJ$CVXXP0,1168011113790052,1168 0111 1379 0052
JJ<(XJJXP(C<C($',1168011058767834,1168 0110 5876 7834
JJ<(XJJX'X<<(0XC,1168011040668207,1168 0110 4066 8207
JJ<(XJJJJX((P0$<,1168011110885236,1168 0111 1088 5236
JJ<(XJJJJ$CCXPCP,1168011113770575,1168 0111 1377 0575
JJ<(XJJX<'J0'PJC,1168011064124517,1168 0110 6412 4517
JJ<(XJJXVXXXP<XC,1168011090005607,1168 0110 9000 5607
JJ<(XJJJ00'0CJPV,1168011122427159,1168 0111 2242 7159
JJ<(XJJX$P'<V'((,1168011035469488,1168 0110 3546 9488
JJ<(XJJXV(0($(($,1168011098283883,1168 0110 9828 3883
JJ<(XJJJ$C(X0JP<,1168011137802156,1168 0111 3780 2156
JJ<(XJJXV<$0('<<,1168011096328466,1168 0110 9632 8466
JJ<(XJJX0$(PJ0XX,1168011023851200,1168 0110 2385 1200
JJ<(XJJJX(PPXX$0,1168011108550032,1168 0111 0855 0032
JJ<(XJJX0X$V<(<X,1168011020396860,1168 0110 2039 6860
JJ<(XJJJX000(P$<,1168011102228536,1168 0111 0222 8536
JJ<(XJJX<JCPJ''P,1168011061751445,1168 0110 6175 1445
JJ<(XJJX<<<JC((X,1168011066617880,1168 0110 6661 7880
JJ<(XJJX$'<$XV<P,1168011034630965,1168 0110 3463 0965
JJ<(XJJX<'C''0$J,1168011064744231,1168 0110 6474 4231
JJ<(XJJJJVPC(CP(,1168011119578758,1168 0111 1957 8758
JJ<(XJJJXCXJ<0JC,1168011107016217,1168 0111 0701 6217
JJ<(XJJJXCV<VPCJ,1168011107969571,1168 0111 0796 9571
JJ<(XJJJXJ0<J0P<,1168011101261256,1168 0111 0126 1256
JJ<(XJJX'V'JCXPJ,1168011049417051,1168 0110 4941 7051
JJ<(XJJJ'X0P0'0$,1168011140252423,1168 0111 4025 2423
JJ<(XJJX0$0XJC0V,1168011023201729,1168 0110 2320 1729
JJ<(XJJX<CC$00<<,1168011067732266,1168 0110 6773 2266
JJ<(XJJJ0P0<<JC',1168011125266174,1168 0111 2526 6174
JJ<(XJJJJJ'CV<P(,1168011111479658,1168 0111 1147 9658
JJ<(XJJJJV0$C((',1168011119237884,1168 0111 1923 7884
JJ<(XJJJX0(V$<<V,1168011102893669,1168 0111 0289 3669
JJ<(XJJX$$CXC(VC,1168011033707897,1168 0110 3370 7897
JJ<(XJJX<'($'PJJ,1168011064834511,1168 0110 6483 4511
JJ<(XJJJ00$XJ(XX,1168011122301800,1168 0111 2230 1800
JJ<(XJJXC0CXV$'J,1168011072709341,1168 0110 7270 9341
JJ<(XJJX'$0(P0<',1168011043285264,1168 0110 4328 5264
JJ<(XJJXP(0V''<<,1168011058294466,1168 0110 5829 4466
JJ<(XJJXV<PP''<C,1168011096554467,1168 0110 9655 4467
JJ<(XJJX<J<'J(X0,1168011061641802,1168 0110 6164 1802
JJ<(XJJXV<<JX$<(,1168011096610368,1168 0110 9661 0368
JJ<(XJJX<J((J<$X,1168011061881630,1168 0110 6188 1630
JJ<(XJJXP(0PV0(C,1168011058259287,1168 0110 5825 9287
JJ<(XJJJJ<$VVP0J,1168011116399521,1168 0111 1639 9521
JJ<(XJJX00'V<X0$,1168011022496023,1168 0110 2249 6023
JJ<(XJJJXCVX<JPJ,1168011107906151,1168 0111 0790 6151
JJ<(XJJX('V<(JVX,1168011084968190,1168 0110 8496 8190
JJ<(XJJXV$(VCC$C,1168011093897737,1168 0110 9389 7737
JJ<(XJJJJ$VJ((JX,1168011113918810,1168 0111 1391 8810
JJ<(XJJJXJ<C00<0,1168011101672262,1168 0111 0167 2262
JJ<(XJJX<JPVPXPC,1168011061595057,1168 0110 6159 5057
JJ<(XJJXVV(0PC(J,1168011099825781,1168 0110 9982 5781
JJ<(XJJJJVC<(XJJ,1168011119768011,1168 0111 1976 8011
JJ<(XJJJJXP(JCCC,1168011110581777,1168 0111 1058 1777
JJ<(XJJJJ'C(<CC(,1168011114786778,1168 0111 1478 6778
JJ<(XJJJX(X''(CV,1168011108044879,1168 0111 0804 4879
JJ<(XJJX<'0PPX<$,1168011064255063,1168 0110 6425 5063
JJ<(XJJX'$(XPCP<,1168011043805756,1168 0110 4380 5756
JJ<(XJJX<$JX000P,1168011063102225,1168 0110 6310 2225
JJ<(XJJXVXV(V0CJ,1168011090989271,1168 0110 9098 9271
JJ<(XJJJX0J0<(((,1168011102126888,1168 0111 0212 6888
JJ<(XJJX0V'($PJJ,1168011029483511,1168 0110 2948 3511
JJ<(XJJJ00VX'XXV,1168011122904009,1168 0111 2290 4009
JJ<(XJJXP($''<XX,1168011058344600,1168 0110 5834 4600
JJ<(XJJJX0P'PJ'P,1168011102545145,1168 0111 0254 5145
JJ<(XJJXV$PJ(PP<,1168011093518556,1168 0110 9351 8556
JJ<(XJJJX($PJ<V<,1168011108351696,1168 0111 0835 1696
JJ<(XJJJX00PP0X(,1168011102255208,1168 0111 0225 5208
JJ<(XJJJX(P(X0P0,1168011108580252,1168 0111 0858 0252
JJ<(XJJX(J0'JJ'<,1168011081241146,1168 0110 8124 1146
JJ<(XJJX<J'$$J0C,1168011061433127,1168 0110 6143 3127
JJ<(XJJJ00P(VC$P,1168011122589735,1168 0111 2258 9735
JJ<(XJJJ0('XXP<',1168011128400564,1168 0111 2840 0564
JJ<(XJJXVVJV0(PJ,1168011099192851,1168 0110 9919 2851
JJ<(XJJJJ$V$J(XP,1168011113931805,1168 0111 1393 1805
JJ<(XJJX(C'<C0PC,1168011087467257,1168 0110 8746 7257
JJ<(XJJX<'CJ(C00,1168011064718722,1168 0110 6471 8722
JJ<(XJJXP($'JC<0,1168011058341762,1168 0110 5834 1762
JJ<(XJJJJV0'XVVP,1168011119240995,1168 0111 1924 0995
JJ<(XJJX(C'PV$X',1168011087459304,1168 0110 8745 9304
JJ<(XJJJX0VCJXV$,1168011102971093,1168 0111 0297 1093
JJ<(XJJJX0$P($'J,1168011102358341,1168 0111 0235 8341
JJ<(XJJJX(C(CCC',1168011108787774,1168 0111 0878 7774
JJ<(XJJXV$CJV'0(,1168011093719428,1168 0110 9371 9428
JJ<(XJJXVV'J(0V(,1168011099418298,1168 0110 9941 8298
JJ<(XJJXP(V$VCPP,1168011058939755,1168 0110 5893 9755
JJ<(XJJX<($$0PX',1168011068332504,1168 0110 6833 2504
JJ<(XJJJ$C<'$CC',1168011137643774,1168 0111 3764 3774
JJ<(XJJXV$(0'<0',1168011093824624,1168 0110 9382 4624
JJ<(XJJJJV$0PJ(',1168011119325184,1168 0111 1932 5184
JJ<(XJJJJVJ<V0(P,1168011119169285,1168 0111 1916 9285
JJ<(XJJJ0PJ($C'0,1168011125183742,1168 0111 2518 3742
JJ<(XJJJJ<('VCXC,1168011116849707,1168 0111 1684 9707
JJ<(XJJJJ<(C$C(X,1168011116873780,1168 0111 1687 3780
JJ<(XJJX('0C<C0C,1168011084276727,1168 0110 8427 6727
JJ<(XJJXV$$((V<(,1168011093388968,1168 0110 9338 8968
JJ<(XJJJXP$$$C'C,1168011105333747,1168 0111 0533 3747
JJ<(XJJJX0C$'$PX,1168011102734350,1168 0111 0273 4350
JJ<(XJJJ0PJVV0$P,1168011125199235,1168 0111 2519 9235
JJ<(XJJXVV$VV0P(,1168011099399258,1168 0110 9939 9258
JJ<(XJJJ00<CP0$C,1168011122675237,1168 0111 2267 5237
JJ<(XJJX<'CCJC$V,1168011064771739,1168 0110 6477 1739
JJ<(XJJXVP0$$X00,1168011095233022,1168 0110 9523 3022
JJ<(XJJJ0(0$(PXJ,1168011128238501,1168 0111 2823 8501
JJ<(XJJJXJ<$C00',1168011101637224,1168 0111 0163 7224
JJ<(XJJX<''VPX$0,1168011064495032,1168 0110 6449 5032
JJ<(XJJXCCVXP<((,1168011077905688,1168 0110 7790 5688
JJ<(XJJJXC(XP((0,1168011107805882,1168 0111 0780 5882
JJ<(XJJJJJX0P<CP,1168011111025675,1168 0111 1102 5675
JJ<(XJJJX''X'J'$,1168011104404143,1168 0111 0440 4143
JJ<(XJJJXCJV'$'P,1168011107194345,1168 0111 0719 4345
JJ<(XJJXPPC'J<$',1168011055741634,1168 0110 5574 1634
JJ<(XJJJJXVX$($J,1168011110903831,1168 0111 1090 3831
JJ<(XJJX(VV''((J,1168011089944881,1168 0110 8994 4881
JJ<(XJJXP((0CC'P,1168011058827745,1168 0110 5882 7745
JJ<(XJJJ0PP($J$J,1168011125583131,1168 0111 2558 3131
JJ<(XJJJJJ'C0'00,1168011111472422,1168 0111 1147 2422
JJ<(XJJJXPPJC<CV,1168011105517679,1168 0111 0551 7679
JJ<(XJJJJJJ<V$JC,1168011111169317,1168 0111 1116 9317
JJ<(XJJJX(0V<'0X,1168011108296420,1168 0111 0829 6420
JJ<(XJJJJ<(C$'($,1168011116873483,1168 0111 1687 3483
JJ<(XJJX$'00PJ((,1168011034225188,1168 0110 3422 5188
JJ<(XJJJJ$<V(C0C,1168011113698727,1168 0111 1369 8727
JJ<(XJJJX0JP(<XX,1168011102158600,1168 0111 0215 8600
JJ<(XJJJXPV'(C($,1168011105948783,1168 0111 0594 8783
JJ<(XJJJXPX(C'VJ,1168011105087491,1168 0111 0508 7491
JJ<(XJJJXCC'<0$P,1168011107746235,1168 0111 0774 6235
JJ<(XJJJX0X(VCPP,1168011102089755,1168 0111 0208 9755
JJ<(XJJJ00<V<J<C,1168011122696167,1168 0111 2269 6167
JJ<(XJJX<'PVP($J,1168011064595831,1168 0110 6459 5831
JJ<(XJJJJ'C'PX'(,1168011114745048,1168 0111 1474 5048
JJ<(XJJJJV(CJCVV,1168011119871799,1168 0111 1987 1799
JJ<(XJJJ0PJ<0''V,1168011125162449,1168 0111 2516 2449
JJ<(XJJX($PCJ<JP,1168011083571615,1168 0110 8357 1615
JJ<(XJJX<JJ<XX'$,1168011061160043,1168 0110 6116 0043
JJ<(XJJJJV(((<P0,1168011119888652,1168 0111 1988 8652
JJ<(XJJJ0X''VCJ(,1168011120449718,1168 0111 2044 9718
JJ<(XJJJ0P$(PP'P,1168011125385545,1168 0111 2538 5545
JJ<(XJJX<J$P<(V(,1168011061356898,1168 0110 6135 6898
JJ<(XJJJX'C<'(C<,1168011104764876,1168 0111 0476 4876
JJ<(XJJX<'<$0C(0,1168011064632782,1168 0110 6463 2782
JJ<(XJJXV$<$(('0,1168011093638842,1168 0110 9363 8842
JJ<(XJJX$C0CVXCP,1168011037279075,1168 0110 3727 9075
JJ<(XJJX0($$J'VC,1168011028331497,1168 0110 2833 1497
JJ<(XJJJ0P'<$X0V,1168011125463029,1168 0111 2546 3029
JJ<(XJJXCXX'0<$(,1168011070042638,1168 0110 7004 2638
JJ<(XJJXC0CX(0'',1168011072708244,1168 0110 7270 8244
JJ<(XJJJ0XJVP'JX,1168011120195410,1168 0111 2019 5410
JJ<(XJJJ$J$PJ$JC,1168011131351317,1168 0111 3135 1317
JJ<(XJJX<'JXVXCX,1168011064109070,1168 0110 6410 9070
JJ<(XJJJJXP'''C(,1168011110544478,1168 0111 1054 4478
JJ<(XJJX(C0V<(XP,1168011087296805,1168 0110 8729 6805
JJ<(XJJXV$VPJCC$,1168011093951773,1168 0110 9395 1773
JJ<(XJJJX0J'C(0C,1168011102147827,1168 0111 0214 7827
JJ<(XJJJXC(X0J(<,1168011107802186,1168 0111 0780 2186
JJ<(XJJXCJ(0$<$X,1168011071823630,1168 0110 7182 3630
JJ<(XJJX'X$J<C<P,1168011040316765,1168 0110 4031 6765
JJ<(XJJX($V'X$JP,1168011083940315,1168 0110 8394 0315
JJ<(XJJXPP(V'X'P,1168011055894045,1168 0110 5589 4045
JJ<(XJJJ0P($XJJX,1168011125830110,1168 0111 2583 0110
JJ<(XJJX<J<J$VJ(,1168011061613918,1168 0110 6161 3918
JJ<(XJJJJX'JX<((,1168011110410688,1168 0111 1041 0688
JJ<(XJJX$$$0''<J,1168011033324461,1168 0110 3332 4461
JJ<(XJJJXP<$C0VP,1168011105637295,1168 0111 0563 7295
JJ<(XJJJ0(C((JJC,1168011128788117,1168 0111 2878 8117
JJ<(XJJX(J0$$X(P,1168011081233085,1168 0110 8123 3085
JJ<(XJJJJXX$C<$X,1168011110037630,1168 0111 1003 7630
JJ<(XJJX<J$V0'X<,1168011061392406,1168 0110 6139 2406
JJ<(XJJX(<CP$X<J,1168011086753061,1168 0110 8675 3061
JJ<(XJJJX'VCPJ'0,1168011104975142,1168 0111 0497 5142
JJ<(XJJJ0P'C$$XV,1168011125473309,1168 0111 2547 3309
JJ<(XJJX<JCP<$$C,1168011061756337,1168 0110 6175 6337
JJ<(XJJX<'J0'PXV,1168011064124509,1168 0110 6412 4509
JJ<(XJJJ0P0J$CP',1168011125213754,1168 0111 2521 3754
JJ<(XJJJJJ(VCP(<,1168011111897586,1168 0111 1189 7586
JJ<(XJJXPP'XXJVV,1168011055400199,1168 0110 5540 0199
JJ<(XJJXCPC0P<'J,1168011075725641,1168 0110 7572 5641
JJ<(XJJJ$'PX'<<',1168011134504664,1168 0111 3450 4664
JJ<(XJJX('XJ'VX',1168011084014904,1168 0110 8401 4904
JJ<(XJJX($'XX<XV,1168011083400609,1168 0110 8340 0609
JJ<(XJJX(<P'$J<P,1168011086543165,1168 0110 8654 3165
JJ<(XJJXPPP$C000,1168011055537222,1168 0110 5553 7222
JJ<(XJJJJ$<XJ<$X,1168011113601630,1168 0111 1360 1630
JJ<(XJJX'V<J0VJC,1168011049612917,1168 0110 4961 2917
JJ<(XJJJJ$'C$(J<,1168011113473816,1168 0111 1347 3816
JJ<(XJJXVV$0<PP(,1168011099326558,1168 0110 9932 6558
JJ<(XJJXVVJ<<'($,1168011099166483,1168 0110 9916 6483
JJ<(XJJXC(JV0$(P,1168011078192385,1168 0110 7819 2385
JJ<(XJJXV$00$X<<,1168011093223066,1168 0110 9322 3066
JJ<(XJJJ'X$0<XJJ,1168011140326011,1168 0111 4032 6011
JJ<(XJJX<<'$0<X$,1168011066432603,1168 0110 6643 2603
JJ<(XJJJXP$P<$'0,1168011105356342,1168 0111 0535 6342
JJ<(XJJJJ<VP(V(C,1168011116958987,1168 0111 1695 8987
JJ<(XJJXPJ$<$CX<,1168011051363706,1168 0110 5136 3706
JJ<(XJJJJV'VVCC$,1168011119499773,1168 0111 1949 9773
JJ<(XJJX<P0$0(VC,1168011065232897,1168 0110 6523 2897
JJ<(XJJJX(0C0JC$,1168011108272173,1168 0111 0827 2173
JJ<(XJJXV<0XJ'J<,1168011096201416,1168 0110 9620 1416
JJ<(XJJXVVV$CPC(,1168011099937578,1168 0110 9993 7578
JJ<(XJJJJ<X''(0X,1168011116044820,1168 0111 1604 4820
JJ<(XJJX0V(V'(C$,1168011029894873,1168 0110 2989 4873
JJ<(XJJJ00XCPVP(,1168011122075958,1168 0111 2207 5958
JJ<(XJJXV$C0$$<0,1168011093723362,1168 0110 9372 3362
JJ<(XJJJ0PC'((JC,1168011125748817,1168 0111 2574 8817
JJ<(XJJXV<'(<((',1168011096486884,1168 0110 9648 6884
JJ<(XJJJJV0J<PPC,1168011119216557,1168 0111 1921 6557
JJ<(XJJJJX$J<(CC,1168011110316877,1168 0111 1031 6877
JJ<(XJJX<P<XCVPC,1168011065607957,1168 0110 6560 7957
JJ<(XJJJJ$$0<C$$,1168011113326733,1168 0111 1332 6733
JJ<(XJJJJ$V$0PCJ,1168011113932571,1168 0111 1393 2571
JJ<(XJJXV$V$00V',1168011093932294,1168 0110 9393 2294
JJ<(XJJXP0C<<PXJ,1168011052766501,1168 0110 5276 6501
JJ<(XJJJX(V<$'P(,1168011108963458,1168 0111 0896 3458
JJ<(XJJX0$C'V(J(,1168011023749818,1168 0110 2374 9818
JJ<(XJJJJXP0$C0X,1168011110523720,1168 0111 1052 3720
JJ<(XJJX<JJX<(<$,1168011061106863,1168 0110 6110 6863
JJ<(XJJX<'0PJ'0C,1168011064251427,1168 0110 6425 1427
JJ<(XJJJJX<V0C0$,1168011110692723,1168 0111 1069 2723
JJ<(XJJJX0XVV($(,1168011102099838,1168 0111 0209 9838
JJ<(XJJX(XVJ<0(',1168011080916284,1168 0110 8091 6284
JJ<(XJJXP00VVJ0$,1168011052299123,1168 0110 5229 9123
JJ<(XJJJX(V<'0<<,1168011108964266,1168 0111 0896 4266
JJ<(XJJJJ$<V(C<(,1168011113698768,1168 0111 1369 8768
JJ<(XJJXV<'0C'P(,1168011096427458,1168 0110 9642 7458
JJ<(XJJX0(VJ$$$<,1168011028913336,1168 0110 2891 3336
JJ<(XJJJ$JXC<0X$,1168011131076203,1168 0111 3107 6203
JJ<(XJJX$V'X(JJX,1168011039408110,1168 0110 3940 8110
JJ<(XJJJXP0((<$<,1168011105288636,1168 0111 0528 8636
JJ<(XJJJ00C0JPPJ,1168011122721551,1168 0111 2272 1551
JJ<(XJJX0JJC$0(',1168011021173284,1168 0110 2117 3284
JJ<(XJJX<C'PC'C<,1168011067457476,1168 0110 6745 7476
JJ<(XJJJX0JV$C00,1168011102193722,1168 0111 0219 3722
JJ<(XJJXV<'XJJ'V,1168011096401149,1168 0110 9640 1149
JJ<(XJJJ0(XCXP'X,1168011128070540,1168 0111 2807 0540
JJ<(XJJXCP<P'PV$,1168011075654593,1168 0110 7565 4593
JJ<(XJJJXC0$0$(',1168011107232384,1168 0111 0723 2384
JJ<(XJJJX00$<$P<,1168011102236356,1168 0111 0223 6356
JJ<(XJJJJV0CJ$((,1168011119271388,1168 0111 1927 1388
JJ<(XJJJJ<V<J<0C,1168011116961627,1168 0111 1696 1627
JJ<(XJJJ0PJJ$J(<,1168011125113186,1168 0111 2511 3186
JJ<(XJJJX0'(JX(P,1168011102481085,1168 0111 0248 1085
JJ<(XJJJ00'X0VV<,1168011122402996,1168 0111 2240 2996
JJ<(XJJXVVJ0($PX,1168011099128350,1168 0110 9912 8350
JJ<(XJJXV0X<$<<J,1168011092063661,1168 0110 9206 3661
JJ<(XJJJJ$(VX(P0,1168011113890852,1168 0111 1389 0852
JJ<(XJJJ0XJ(<(<',1168011120186864,1168 0111 2018 6864
JJ<(XJJJ0(J$C(0(,1168011128137828,1168 0111 2813 7828
